rank,seed,adj_em,adj_o,adj_d,adj_t,luck,sos_em,sos_o,sos_d,ncsos_em,wins,losses,win_pct,home_win_pct,away_win_pct,power_six,n_champs,n_ffour,n_eeight,home_proxy,massey_rank,home,season,teamID
111.0,,5.65,104.0,98.3,65.5,0.001,7.32,105.4,98.1,-4.01,26,29,0.4727272727272727,0.5454545454545454,0.36363636363636365,1,0,0,0,0.6875106500938828,157.0,0,2020,1338
286.0,,-9.93,94.4,104.3,69.3,-0.015,1.74,103.7,102.0,-4.31,10,38,0.20833333333333334,0.2413793103448276,0.15789473684210525,0,0,0,0,-0.9676831255794258,295.0,0,2020,1339
173.0,,-0.03,108.8,108.8,71.8,-0.0,-1.81,101.5,103.3,0.3,22,26,0.4583333333333333,0.5909090909090909,0.34615384615384615,0,0,0,0,0.029954747734213583,273.0,0,2020,1340
213.0,,-4.16,96.3,100.5,70.7,-0.001,-7.97,96.3,104.3,9.36,33,18,0.6470588235294118,0.8571428571428571,0.5,0,0,0,0,0.09707187567765652,167.0,0,2020,1341
335.0,,-17.47,96.9,114.4,66.9,0.005,-6.95,99.5,106.4,-2.03,14,37,0.27450980392156865,0.391304347826087,0.17857142857142858,0,0,0,0,0.4943984894487444,222.0,0,2020,1342
150.0,,1.5,107.0,105.5,66.3,-0.025,-0.66,101.7,102.4,0.27,13,13,0.5,0.5,0.5,0,0,0,0,0.4150934683294901,226.0,0,2020,1343
40.0,,15.0,107.8,92.8,68.4,-0.008,8.85,106.7,97.8,-1.12,32,25,0.5614035087719298,0.6363636363636364,0.4583333333333333,1,0,0,0,0.5164588677508811,64.0,0,2020,1344
24.0,,18.57,109.3,90.8,64.6,-0.104,12.19,108.4,96.3,2.78,34,24,0.5862068965517241,0.6875,0.46153846153846156,1,0,0,0,0.9434693691822807,19.0,0,2020,1345
251.0,,-7.65,100.7,108.3,68.9,0.028,-6.46,98.0,104.5,-6.81,24,28,0.46153846153846156,0.5483870967741935,0.3333333333333333,0,0,0,0,0.2926911798184131,218.0,0,2020,1346
186.0,,-1.17,105.6,106.8,64.3,0.026,-5.96,100.9,106.8,7.52,32,23,0.5818181818181818,0.5925925925925926,0.5714285714285714,0,0,0,0,0.6054397776516944,119.0,0,2020,1347
65.0,,11.06,105.2,94.2,71.2,0.068,4.64,105.0,100.4,4.07,31,24,0.5636363636363636,0.6428571428571429,0.48148148148148145,0,0,0,0,0.32827133752216775,140.0,0,2020,1348
199.0,,-2.62,105.8,108.4,70.1,-0.004,-0.91,101.7,102.6,-0.86,25,30,0.45454545454545453,0.5,0.41379310344827586,0,0,0,0,0.42984305508559373,214.0,0,2020,1349
46.0,,13.87,109.2,95.3,69.3,0.044,1.86,104.2,102.4,-0.95,36,15,0.7058823529411765,0.6785714285714286,0.7391304347826086,0,0,0,0,0.4545969113309978,232.0,0,2020,1350
187.0,,-1.19,100.9,102.1,71.1,0.036,-5.29,98.3,103.6,-0.94,24,29,0.4528301886792453,0.5454545454545454,0.3870967741935484,0,0,0,0,0.566631443154896,144.0,0,2020,1351
207.0,,-3.29,100.5,103.8,66.1,0.027,-6.38,99.7,106.1,1.65,22,29,0.43137254901960786,0.5909090909090909,0.3103448275862069,0,0,0,0,0.6931363301133481,278.0,0,2020,1352
28.0,,17.72,107.9,90.2,67.4,-0.042,9.88,107.4,97.5,-4.44,34,22,0.6071428571428571,0.7714285714285715,0.3333333333333333,1,0,0,0,0.40483643211120435,114.0,0,2020,1353
339.0,,-18.29,94.9,113.2,67.4,0.014,-10.23,95.9,106.1,0.68,10,35,0.2222222222222222,0.3684210526315789,0.11538461538461539,0,0,0,0,0.43012444710653663,340.0,0,2020,1354
119.0,,4.72,110.0,105.3,68.0,-0.022,-4.79,100.7,105.5,-3.54,35,17,0.6730769230769231,0.7777777777777778,0.56,0,0,0,0,0.2999295979847795,80.0,0,2020,1355
178.0,,-0.41,98.2,98.6,64.2,-0.002,0.28,102.8,102.5,-3.73,26,30,0.4642857142857143,0.6,0.3076923076923077,0,0,0,0,0.8184346340107895,154.0,0,2020,1356
200.0,,-2.64,102.2,104.8,68.7,0.019,-7.26,99.3,106.5,-3.97,28,22,0.56,0.6,0.5333333333333333,0,0,0,0,0.31520254149384597,284.0,0,2020,1357
212.0,,-4.13,99.5,103.7,71.1,-0.028,-5.71,100.1,105.9,4.54,29,22,0.5686274509803921,0.7272727272727273,0.4482758620689655,0,0,0,0,0.6540633466909027,155.0,0,2020,1358
321.0,,-14.01,98.6,112.6,72.8,0.008,0.07,103.5,103.4,0.08,11,36,0.23404255319148937,0.2857142857142857,0.19230769230769232,0,0,0,0,0.5835138842117742,171.0,0,2020,1359
230.0,,-5.38,94.4,99.8,70.2,-0.032,4.48,105.4,101.0,1.42,11,34,0.24444444444444444,0.20833333333333334,0.2857142857142857,0,0,0,0,-0.9987874758406587,158.0,0,2020,1360
6.0,,24.48,115.1,90.6,64.6,-0.008,2.98,105.3,102.3,-1.8,51,6,0.8947368421052632,0.8620689655172413,0.9285714285714286,0,0,0,0,-0.7817596939146141,66.0,0,2020,1361
74.0,,10.13,108.3,98.2,68.7,-0.006,2.96,104.4,101.5,-1.43,32,26,0.5517241379310345,0.5172413793103449,0.5862068965517241,0,0,0,0,-0.9715016315066167,74.0,0,2020,1362
290.0,,-10.31,97.5,107.8,73.3,0.009,4.69,106.0,101.3,2.3,9,40,0.1836734693877551,0.2,0.16666666666666666,0,0,0,0,-0.999380505474047,334.0,0,2020,1363
160.0,,0.76,106.1,105.3,64.5,0.022,-4.63,100.0,104.7,-2.9,39,14,0.7358490566037735,0.8695652173913043,0.6333333333333333,0,0,0,0,-0.87319049672713,160.0,0,2020,1364
151.0,,1.22,102.6,101.3,71.6,0.049,-1.84,101.7,103.6,-11.52,29,21,0.58,0.6333333333333333,0.5,0,0,0,0,-0.937604965029885,162.0,0,2020,1365
,,,,,,,,,,,0,0,,,,0,0,0,0,0.43012444710653663,,0,2020,1366
325.0,,-15.34,95.5,110.8,69.2,0.036,-6.31,100.4,106.7,1.57,16,37,0.3018867924528302,0.4166666666666667,0.20689655172413793,0,0,0,0,0.4943984894487444,345.0,0,2020,1367
336.0,,-17.62,92.0,109.6,72.1,-0.008,-4.86,100.3,105.2,4.94,13,41,0.24074074074074073,0.3,0.20588235294117646,0,0,0,0,0.8628319217373716,260.0,0,2020,1368
,,,,,,,,,,,16,40,0.2857142857142857,0.4230769230769231,0.16666666666666666,0,0,0,0,0.8043412685703206,315.0,0,2020,1369
214.0,,-4.34,101.2,105.5,69.9,-0.051,-4.72,100.1,104.8,-2.76,20,26,0.43478260869565216,0.5238095238095238,0.36,0,0,0,0,-0.7663641477399927,279.0,0,2020,1370
20.0,,19.54,112.3,92.7,69.8,0.006,11.48,108.4,96.9,4.86,35,22,0.6140350877192983,0.6206896551724138,0.6071428571428571,1,0,0,0,0.3467967623174496,12.0,0,2020,1371
100.0,,7.0,104.1,97.1,71.8,0.042,-8.13,98.6,106.7,0.55,38,8,0.8260869565217391,0.9090909090909091,0.75,0,0,0,0,0.6540633466909027,254.0,0,2020,1372
145.0,,2.06,107.2,105.1,66.7,-0.001,-5.42,98.3,103.7,0.29,32,15,0.6808510638297872,0.8695652173913043,0.5,0,0,0,0,0.31944772630116125,216.0,0,2020,1373
88.0,,8.62,112.4,103.8,64.8,0.004,2.6,102.2,99.6,-4.81,30,16,0.6521739130434783,0.8076923076923077,0.45,0,0,0,0,0.5457835890121007,105.0,0,2020,1374
155.0,,1.05,104.9,103.9,65.3,0.063,-1.01,102.0,103.1,-0.54,30,22,0.5769230769230769,0.5384615384615384,0.6153846153846154,0,0,0,0,0.3621420792061828,184.0,0,2020,1375
69.0,,10.66,105.4,94.7,73.1,-0.023,6.1,105.4,99.3,-0.56,24,28,0.46153846153846156,0.5,0.4090909090909091,1,0,0,0,0.475542523546328,77.0,0,2020,1376
177.0,,-0.36,108.6,108.9,70.0,0.011,-3.99,101.4,105.4,-2.78,30,23,0.5660377358490566,0.5925925925925926,0.5384615384615384,0,0,0,0,0.40134036579342425,141.0,0,2020,1377
125.0,,4.29,100.2,95.9,64.9,-0.047,4.52,103.4,98.9,-2.74,22,30,0.4230769230769231,0.3939393939393939,0.47368421052631576,0,0,0,0,0.1392693367222798,129.0,0,2020,1378
279.0,,-9.44,94.4,103.8,67.2,-0.01,2.47,104.7,102.2,9.01,12,39,0.23529411764705882,0.3333333333333333,0.125,0,0,0,0,-0.04122177066874344,146.0,0,2020,1379
250.0,,-7.57,97.2,104.8,66.8,0.006,-8.34,96.6,105.0,6.45,23,26,0.46938775510204084,0.75,0.27586206896551724,0,0,0,0,0.2644461181538631,339.0,0,2020,1380
161.0,,0.7,98.8,98.1,69.3,-0.063,-1.85,101.9,103.8,2.51,30,19,0.6122448979591837,0.7272727272727273,0.5185185185185185,0,0,0,0,-0.4429485779035971,215.0,0,2020,1381
123.0,,4.37,106.6,102.2,65.7,0.052,1.24,102.6,101.3,-0.71,34,16,0.68,0.7272727272727273,0.6428571428571429,0,0,0,0,0.5622463724868816,198.0,0,2020,1382
,,,,,,,,,,,21,28,0.42857142857142855,0.5217391304347826,0.34615384615384615,0,0,0,0,0.17602961259448036,271.0,0,2020,1383
,,,,,,,,,,,27,26,0.5094339622641509,0.6666666666666666,0.3793103448275862,0,0,0,0,0.5457328196263643,240.0,0,2020,1384
66.0,,10.92,106.1,95.2,72.9,-0.037,8.27,106.3,98.0,-5.52,33,26,0.559322033898305,0.6666666666666666,0.391304347826087,1,0,0,0,0.3467967623174496,67.0,0,2020,1385
260.0,,-8.34,101.9,110.2,71.2,0.009,5.48,105.0,99.5,4.7,11,41,0.21153846153846154,0.25925925925925924,0.16,0,0,0,0,0.4408438087949319,196.0,0,2020,1386
62.0,,11.41,105.8,94.4,67.6,0.026,1.83,103.1,101.2,-1.72,36,14,0.72,0.8125,0.5555555555555556,0,0,0,0,0.7887858528406146,78.0,0,2020,1387
38.0,,15.19,113.7,98.5,63.9,0.055,4.46,105.4,100.9,-0.32,39,17,0.6964285714285714,0.6666666666666666,0.7391304347826086,0,0,0,0,-0.9638846033466206,18.0,0,2020,1388
194.0,,-1.98,95.4,97.3,68.0,0.023,-5.99,99.1,105.1,-3.63,32,23,0.5818181818181818,0.7307692307692307,0.4482758620689655,0,0,0,0,0.3864265886834499,89.0,0,2020,1389
43.0,,14.11,104.4,90.3,68.3,-0.08,4.97,104.2,99.2,-4.02,34,25,0.576271186440678,0.5517241379310345,0.6,1,0,0,0,-0.9342698484668861,,0,2020,1390
288.0,,-10.22,98.1,108.3,63.2,0.083,-5.43,99.4,104.8,-2.55,23,30,0.4339622641509434,0.4583333333333333,0.41379310344827586,0,0,0,0,0.9012810898350778,322.0,0,2020,1391
192.0,,-1.74,97.7,99.4,69.8,0.021,-4.66,99.2,103.8,1.61,27,27,0.5,0.5416666666666666,0.4666666666666667,0,0,0,0,0.31944772630116125,179.0,0,2020,1392
51.0,,13.28,112.8,99.6,68.3,-0.06,6.7,105.6,98.9,-1.28,34,23,0.5964912280701754,0.6857142857142857,0.45454545454545453,1,0,0,0,0.4397852130923444,85.0,0,2020,1393
,,,,,,,,,,,14,37,0.27450980392156865,0.36,0.19230769230769232,0,0,0,0,0.11861159772607166,306.0,0,2020,1394
86.0,,9.31,105.5,96.1,65.1,-0.005,9.71,105.6,95.9,-1.05,27,30,0.47368421052631576,0.5714285714285714,0.3181818181818182,1,0,0,0,0.5761155964903232,49.0,0,2020,1395
115.0,,5.49,100.1,94.6,70.3,-0.052,6.19,104.8,98.6,2.93,19,28,0.40425531914893614,0.4230769230769231,0.38095238095238093,0,0,0,0,0.1392693367222798,58.0,0,2020,1396
68.0,,10.8,106.6,95.8,65.2,-0.02,8.11,106.2,98.1,2.75,35,22,0.6140350877192983,0.6857142857142857,0.5,1,0,0,0,0.6894593303464012,7.0,0,2020,1397
259.0,,-8.15,96.4,104.6,69.3,0.054,-6.32,99.5,105.8,-0.38,19,34,0.3584905660377358,0.5,0.2413793103448276,0,0,0,0,0.7490393649073904,280.0,0,2020,1398
331.0,,-16.73,92.5,109.3,66.9,0.025,-5.01,100.6,105.6,2.09,12,44,0.21428571428571427,0.36,0.0967741935483871,0,0,0,0,0.7525035653341233,330.0,0,2020,1399
61.0,,11.46,104.1,92.6,65.9,0.089,10.04,106.9,96.8,-0.3,39,19,0.6724137931034483,0.6129032258064516,0.7407407407407407,1,0,0,0,0.0491941845288939,18.0,0,2020,1400
131.0,,3.77,101.0,97.2,64.5,0.098,6.1,105.8,99.7,-3.2,24,24,0.5,0.53125,0.4375,1,0,0,0,0.3802159805283203,106.0,0,2020,1401
93.0,,7.91,106.3,98.3,65.2,-0.05,-0.69,102.0,102.7,0.28,36,17,0.6792452830188679,0.7692307692307693,0.5925925925925926,0,0,0,0,0.023294236405484336,152.0,0,2020,1402
21.0,,19.28,109.8,90.5,67.3,-0.113,8.74,106.0,97.3,-3.87,35,23,0.603448275862069,0.6666666666666666,0.5,1,0,0,0,0.05581148786976253,11.0,0,2020,1403
,,,,,,,,,,,14,36,0.28,0.375,0.19230769230769232,0,0,0,0,0.36783311130728735,313.0,0,2020,1404
152.0,,1.14,106.3,105.1,68.1,-0.057,-1.36,101.4,102.8,-2.0,37,23,0.6166666666666667,0.7,0.5333333333333333,0,0,0,0,0.8059777711105451,46.0,0,2020,1405
158.0,,0.87,105.7,104.8,65.1,0.014,-2.19,102.5,104.7,0.97,21,27,0.4375,0.39285714285714285,0.5,0,0,0,0,0.48055356993847453,249.0,0,2020,1406
293.0,,-10.43,96.2,106.6,69.3,-0.027,-0.83,102.3,103.1,-2.74,15,39,0.2777777777777778,0.34782608695652173,0.22580645161290322,0,0,0,0,0.20097412408631987,267.0,0,2020,1407
185.0,,-1.15,101.9,103.1,68.7,-0.014,3.24,102.8,99.6,-5.36,22,31,0.41509433962264153,0.41935483870967744,0.4090909090909091,0,0,0,0,0.4476992961688827,255.0,0,2020,1408
80.0,,9.65,103.2,93.6,65.8,0.076,3.19,103.5,100.3,-4.68,30,22,0.5769230769230769,0.6451612903225806,0.47619047619047616,0,0,0,0,0.4476992961688827,147.0,0,2020,1409
,,,,,,,,,,,15,26,0.36585365853658536,0.5238095238095238,0.2,0,0,0,0,-0.21251011674528275,199.0,0,2020,1410
278.0,,-9.42,99.1,108.6,72.9,0.086,-5.49,97.6,103.1,14.38,30,24,0.5555555555555556,0.85,0.38235294117647056,0,0,0,0,0.09707187567765652,188.0,0,2020,1411
189.0,,-1.32,100.8,102.1,65.7,0.048,-2.46,100.1,102.6,-5.65,37,20,0.6491228070175439,0.7096774193548387,0.5769230769230769,0,0,0,0,0.5835138842117742,136.0,0,2020,1412
225.0,,-4.77,104.7,109.4,68.0,-0.024,-2.55,100.7,103.2,0.63,21,26,0.44680851063829785,0.45,0.4444444444444444,0,0,0,0,-0.9084552361195015,287.0,0,2020,1413
106.0,,6.11,105.4,99.3,67.7,-0.064,-2.29,101.1,103.4,2.91,35,20,0.6363636363636364,0.7391304347826086,0.5625,0,0,0,0,-0.7938946573052961,81.0,0,2020,1414
211.0,,-3.97,95.8,99.8,63.2,-0.029,-4.74,100.5,105.2,-3.9,28,23,0.5490196078431373,0.5652173913043478,0.5357142857142857,0,0,0,0,-0.7663641477399927,234.0,0,2020,1415
117.0,,4.88,103.5,98.6,67.8,0.002,3.18,103.3,100.1,-3.56,27,26,0.5094339622641509,0.5925925925925926,0.4230769230769231,0,0,0,0,0.15519202034880186,,0,2020,1416
78.0,,9.92,109.3,99.4,64.9,0.047,7.16,105.5,98.3,-0.73,35,21,0.625,0.7058823529411765,0.5,1,0,0,0,-0.33713923693073133,98.0,0,2020,1417
226.0,,-4.89,101.3,106.2,71.8,0.02,-0.38,102.6,103.0,-1.69,28,28,0.5,0.5862068965517241,0.4074074074074074,0,0,0,0,0.046773457008997266,169.0,0,2020,1418
,,,,,,,,,,,14,39,0.2641509433962264,0.37037037037037035,0.15384615384615385,0,0,0,0,-0.9407634689425035,170.0,0,2020,1419
256.0,,-7.93,97.8,105.7,66.8,0.011,-4.23,99.7,104.0,-0.17,26,23,0.5306122448979592,0.5217391304347826,0.5384615384615384,0,0,0,0,0.48347713041710016,175.0,0,2020,1420
302.0,,-11.61,98.7,110.3,71.0,0.017,-9.29,99.5,108.8,-3.42,23,26,0.46938775510204084,0.5833333333333334,0.36,0,0,0,0,0.48777470490969665,324.0,0,2020,1421
92.0,,8.12,103.7,95.5,67.8,-0.009,-1.77,102.2,104.0,-1.46,42,17,0.711864406779661,0.6551724137931034,0.7666666666666667,0,0,0,0,0.5177178404971727,72.0,0,2020,1422
312.0,,-12.4,92.1,104.5,68.5,0.019,-1.37,103.2,104.5,1.96,13,32,0.28888888888888886,0.30434782608695654,0.2727272727272727,0,0,0,0,0.3409112942709719,285.0,0,2020,1423
98.0,,7.28,107.9,100.6,67.0,-0.019,3.75,104.6,100.9,1.02,27,30,0.47368421052631576,0.5588235294117647,0.34782608695652173,0,0,0,0,-0.5908732847441507,148.0,0,2020,1424
55.0,,12.35,104.3,92.0,68.9,0.083,6.32,105.2,98.8,-1.48,44,16,0.7333333333333333,0.8,0.64,1,0,0,0,-0.7960507358995457,92.0,0,2020,1425
130.0,,3.87,102.3,98.4,67.7,-0.13,2.34,104.7,102.4,11.6,22,31,0.41509433962264153,0.46153846153846156,0.37037037037037035,0,0,0,0,0.20097412408631987,121.0,0,2020,1426
210.0,,-3.84,104.2,108.0,72.8,-0.047,0.33,101.6,101.3,1.42,21,30,0.4117647058823529,0.5357142857142857,0.2608695652173913,0,0,0,0,-0.01891240633655955,291.0,0,2020,1427
114.0,,5.56,106.3,100.8,66.7,0.029,8.33,107.1,98.8,2.26,28,28,0.5,0.6451612903225806,0.32,1,0,0,0,-0.33713923693073133,,0,2020,1428
41.0,,14.92,109.5,94.6,67.4,0.034,3.09,105.0,101.9,1.55,43,16,0.7288135593220338,0.7586206896551724,0.7,0,0,0,0,0.1851486584324844,17.0,0,2020,1429
253.0,,-7.74,96.5,104.2,70.4,-0.092,-3.73,100.9,104.7,-0.71,17,30,0.3617021276595745,0.4090909090909091,0.32,0,0,0,0,-0.4764785165833607,133.0,0,2020,1430
188.0,,-1.28,96.9,98.2,67.5,-0.005,-0.61,101.7,102.4,1.55,23,27,0.46,0.6538461538461539,0.25,0,0,0,0,-0.2642203564172909,299.0,0,2020,1431
,,,,,,,,,,,0,0,,,,0,0,0,0,,,0,2020,1432
73.0,,10.29,104.7,94.4,69.0,-0.064,3.55,104.2,100.6,-1.01,37,20,0.6491228070175439,0.7222222222222222,0.5238095238095238,0,0,0,0,0.4545969113309978,43.0,0,2020,1433
146.0,,2.06,104.5,102.5,69.3,0.02,1.39,103.0,101.6,0.08,26,34,0.43333333333333335,0.5185185185185185,0.36363636363636365,0,0,0,0,0.8696793076135985,213.0,0,2020,1434
169.0,,0.14,104.7,104.5,69.4,-0.061,5.97,105.9,100.0,-5.62,20,37,0.3508771929824561,0.4444444444444444,0.19047619047619047,1,0,0,0,0.7490393649073904,156.0,0,2020,1435
76.0,,10.1,106.5,96.4,66.3,-0.027,-5.44,98.7,104.2,1.8,35,12,0.7446808510638298,0.72,0.7727272727272727,0,0,0,0,0.48347713041710016,63.0,0,2020,1436
18.0,,19.98,113.9,94.0,66.2,0.082,10.88,108.2,97.3,4.22,40,13,0.7547169811320755,0.7777777777777778,0.7307692307692307,1,0,0,0,0.45033390322868994,10.0,0,2020,1437
42.0,,14.22,99.3,85.1,59.4,0.109,6.93,105.6,98.7,-3.7,41,14,0.7454545454545455,0.7741935483870968,0.7083333333333334,1,0,0,0,0.5137356843159595,9.0,0,2020,1438
105.0,,6.33,104.3,98.0,65.5,-0.04,6.34,105.3,99.0,-9.83,31,22,0.5849056603773585,0.6470588235294118,0.47368421052631576,1,0,0,0,0.6096725401624998,8.0,0,2020,1439
257.0,,-7.96,100.2,108.1,67.9,-0.143,-2.27,102.2,104.5,-6.37,16,36,0.3076923076923077,0.4166666666666667,0.21428571428571427,0,0,0,0,0.5457835890121007,318.0,0,2020,1440
156.0,,1.04,107.3,106.3,71.5,0.049,-0.93,102.2,103.2,-1.67,26,28,0.48148148148148145,0.5,0.4666666666666667,0,0,0,0,0.586093401087059,268.0,0,2020,1441
330.0,,-16.68,98.3,115.0,71.3,-0.082,-3.06,102.5,105.5,-4.75,9,36,0.2,0.2,0.2,0,0,0,0,0.7202261182024721,325.0,0,2020,1442
113.0,,5.56,108.9,103.3,68.3,0.023,0.85,102.3,101.4,1.02,39,17,0.6964285714285714,0.7333333333333333,0.6538461538461539,0,0,0,0,0.8143331157631111,79.0,0,2020,1443
237.0,,-6.35,99.4,105.7,67.4,0.043,0.31,102.4,102.1,-1.46,15,35,0.3,0.36,0.24,0,0,0,0,0.791762883204218,217.0,0,2020,1444
,,,,,,,,,,,0,0,,,,0,0,0,0,0.43012444710653663,,0,2020,1445
,,,,,,,,,,,0,0,,,,0,0,0,0,,,0,2020,1446
329.0,,-16.64,97.3,113.9,67.5,-0.024,-5.43,98.9,104.4,2.13,20,28,0.4166666666666667,0.5,0.34615384615384615,0,0,0,0,0.38104233329615644,309.0,0,2020,1447
103.0,,6.7,108.7,102.0,70.1,-0.034,8.52,106.0,97.4,0.91,18,34,0.34615384615384615,0.48148148148148145,0.2,1,0,0,0,0.4462075403879915,210.0,0,2020,1448
54.0,,12.67,105.8,93.1,69.8,-0.157,7.6,105.4,97.8,1.03,20,38,0.3448275862068966,0.3888888888888889,0.2727272727272727,1,0,0,0,-0.9342698484668861,20.0,0,2020,1449
127.0,,4.22,102.2,98.0,70.8,-0.002,4.53,103.6,99.1,-8.19,30,29,0.5084745762711864,0.6111111111111112,0.34782608695652173,1,0,0,0,0.38945816913172737,185.0,0,2020,1450
273.0,,-9.09,98.8,107.9,67.6,0.015,0.04,102.3,102.2,5.18,23,26,0.46938775510204084,0.5,0.43478260869565216,0,0,0,0,-0.33211036724359233,206.0,0,2020,1451
10.0,,21.26,108.3,87.1,69.4,-0.028,11.28,107.2,95.9,5.8,39,19,0.6724137931034483,0.7096774193548387,0.6296296296296297,1,0,0,0,0.6703419561174274,101.0,0,2020,1452
223.0,,-4.64,105.8,110.5,74.0,0.045,-2.95,100.9,103.8,5.0,23,33,0.4107142857142857,0.5384615384615384,0.3,0,0,0,0,0.8389033380601072,208.0,0,2020,1453
271.0,,-8.89,96.0,104.9,69.5,-0.015,-5.12,100.6,105.7,-3.09,20,31,0.39215686274509803,0.36,0.4230769230769231,0,0,0,0,0.8984304428359671,320.0,0,2020,1454
39.0,,15.19,105.6,90.4,69.5,0.041,4.78,103.7,98.9,-1.25,37,13,0.74,0.8064516129032258,0.631578947368421,0,0,0,0,0.4127002859018547,69.0,0,2020,1455
195.0,,-2.17,103.3,105.5,67.5,0.132,-3.09,102.2,105.3,-1.14,27,21,0.5625,0.5789473684210527,0.5517241379310345,0,0,0,0,0.4105841746963761,118.0,0,2020,1456
140.0,,2.65,104.7,102.1,71.9,-0.044,-8.04,99.9,107.9,3.54,45,11,0.8035714285714286,0.8076923076923077,0.8,0,0,0,0,0.48777470490969665,115.0,0,2020,1457
22.0,,18.95,110.8,91.9,63.7,0.031,11.74,108.7,96.9,1.61,38,22,0.6333333333333333,0.7222222222222222,0.5,1,0,0,0,0.7128181086837524,27.0,0,2020,1458
154.0,,1.08,104.5,103.4,65.9,-0.019,-1.03,102.3,103.3,-1.8,30,25,0.5454545454545454,0.5769230769230769,0.5172413793103449,0,0,0,0,0.539456319289747,15.0,0,2020,1459
133.0,,3.47,104.9,101.4,72.1,0.033,-6.8,99.7,106.5,-5.49,41,13,0.7592592592592593,0.7241379310344828,0.8,0,0,0,0,0.7178383367733192,96.0,0,2020,1460
246.0,,-6.79,94.1,100.9,66.7,-0.017,3.99,105.9,101.9,-3.15,22,35,0.38596491228070173,0.3125,0.48,0,0,0,0,0.0015811423057781049,300.0,0,2020,1461
45.0,,13.9,106.1,92.2,68.1,-0.013,9.93,108.3,98.4,1.74,32,21,0.6037735849056604,0.696969696969697,0.45,1,0,0,0,0.9024547268053444,21.0,0,2020,1462
58.0,,11.57,107.9,96.4,67.4,-0.026,0.22,102.1,101.9,3.64,21,7,0.75,0.8888888888888888,0.6842105263157895,0,0,0,0,0.20767352260412386,55.0,0,2020,1463
232.0,,-5.59,103.0,108.5,66.4,0.038,-5.48,99.9,105.4,-2.75,27,27,0.5,0.6538461538461539,0.35714285714285715,0,0,0,0,0.6994365948432887,289.0,0,2020,1464
202.0,,-2.73,105.3,108.1,68.6,0.029,-7.75,98.5,106.2,-6.96,26,20,0.5652173913043478,0.6206896551724138,0.47058823529411764,0,0,0,0,-0.7663641477399927,166.0,0,2020,1465
284.0,,-9.57,96.0,105.6,70.1,-0.011,-5.38,99.5,104.9,0.59,20,28,0.4166666666666667,0.55,0.32142857142857145,0,0,0,0,0.6359727022734694,314.0,0,2020,1466
227.0,,-4.89,93.9,98.8,63.2,0.137,-5.75,99.7,105.4,0.4,28,20,0.5833333333333334,0.7142857142857143,0.48148148148148145,0,0,0,0,0.17602961259448036,336.0,0,2020,1467
,,,,,,,,,,,11,7,0.6111111111111112,0.4444444444444444,0.7777777777777778,0,0,0,0,0.6359727022734694,,0,2020,1468
,,,,,,,,,,,6,13,0.3157894736842105,0.3,0.3333333333333333,0,0,0,0,,,0,2020,1469
,,,,,,,,,,,5,10,0.3333333333333333,0.25,0.36363636363636365,0,0,0,0,-0.21251011674528275,,0,2020,1470
,,,,,,,,,,,4,10,0.2857142857142857,0.5714285714285714,0.0,0,0,0,0,,,0,2020,1471
86.0,14.0,11.56,103.7,92.2,70.0,-0.027,-8.15,97.6,105.8,4.29,19,4,0.8260869565217391,1.0,0.7142857142857143,0,0,0,0,0.09486286729827742,156.0,0,2021,1101
329.0,,-14.57,95.2,109.7,63.1,0.028,4.47,104.6,100.1,-3.44,5,20,0.2,0.21428571428571427,0.18181818181818182,0,0,0,0,0.07476467174486545,266.0,0,2021,1102
99.0,,9.7,109.5,99.8,68.8,-0.001,4.97,106.2,101.2,22.25,13,8,0.6190476190476191,0.7,0.5454545454545454,0,0,0,0,0.7404064089328194,107.0,0,2021,1103
8.0,2.0,26.42,112.4,86.0,73.9,0.031,14.2,109.7,95.5,8.88,24,6,0.8,0.8,0.8,1,0,0,0,0.5355730013807652,29.0,0,2021,1104
348.0,,-20.02,85.1,105.1,67.8,0.018,-12.88,92.9,105.8,-5.71,6,9,0.4,0.7142857142857143,0.125,0,0,0,0,0.6540633466909027,347.0,0,2021,1105
354.0,,-25.09,84.6,109.7,71.1,-0.049,-15.48,90.9,106.3,-99.0,4,14,0.2222222222222222,0.3333333333333333,0.1111111111111111,0,0,0,0,0.506703584291628,344.0,0,2021,1106
234.0,,-5.07,98.0,103.1,69.9,-0.079,-4.53,98.8,103.3,-3.82,7,9,0.4375,0.4444444444444444,0.42857142857142855,0,0,0,0,0.31944772630116125,291.0,0,2021,1107
346.0,,-18.28,91.2,109.5,69.7,-0.026,-9.27,95.5,104.8,21.21,6,13,0.3157894736842105,0.5,0.18181818181818182,0,0,0,0,0.560232340152724,346.0,0,2021,1108
,,,,,,,,,,,0,0,,,,0,0,0,0,,,0,2021,1109
261.0,,-7.68,97.3,105.0,67.8,0.065,-1.21,101.0,102.2,-99.0,4,6,0.4,0.5,0.3333333333333333,0,0,0,0,-0.8726260923856994,203.0,0,2021,1110
209.0,16.0,-2.91,100.1,103.0,65.7,0.06,-2.97,100.1,103.1,5.72,13,11,0.5416666666666666,0.5555555555555556,0.5333333333333333,0,0,0,0,0.5354936067030712,154.0,0,2021,1111
